# t,z1,z2
0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00
3.003003003003002977e-02,9.042615065168655430e-01,-9.027792112364666499e-01
6.006006006006005954e-02,8.242949620147046463e-01,-8.187022815436196810e-01
9.009009009009008584e-02,7.566865979519331598e-01,-7.447748401724884060e-01
1.201201201201201191e-01,6.989842694637087295e-01,-6.788771251380621985e-01
1.501501501501501523e-01,6.493673616687045680e-01,-6.194573754915222441e-01
1.801801801801801717e-01,6.064467717884782783e-01,-5.653475406038424023e-01
2.102102102102102188e-01,5.691383305937979253e-01,-5.156476191922990671e-01
2.402402402402402382e-01,5.365795762931077073e-01,-4.696502578660560756e-01
2.702702702702702853e-01,5.080732628815414209e-01,-4.267900168195556398e-01
3.003003003003003046e-01,4.830479443882529367e-01,-3.866082895317307644e-01
3.303303303303303240e-01,4.610297852960557607e-01,-3.487284445245906750e-01
3.603603603603603434e-01,4.416219518929237475e-01,-3.128378230414889383e-01
3.903903903903903627e-01,4.244892394427926541e-01,-2.786744373205655712e-01
4.204204204204204376e-01,4.093464225270158630e-01,-2.460169883718346662e-01
4.504504504504504570e-01,3.959492611440010301e-01,-2.146772327341918418e-01
4.804804804804804763e-01,3.840874729455592274e-01,-1.844940753637493713e-01
5.105105105105105512e-01,3.735791607067822651e-01,-1.553289298569185684e-01
5.405405405405405705e-01,3.642663310811093402e-01,-1.270620207056618878e-01
5.705705705705705899e-01,3.560112709241892159e-01,-9.958942057683164983e-02
6.006006006006006093e-01,3.486935725495041161e-01,-7.282063872474385524e-02
6.306306306306306286e-01,3.422076759234209398e-01,-4.667664469803757543e-02
6.606606606606606480e-01,3.364608164556940340e-01,-2.108823075276067271e-02
6.906906906906906674e-01,3.313713146851001712e-01,4.005342121672403333e-03
7.207207207207206867e-01,3.268671086921484670e-01,2.865749964311800624e-02
7.507507507507507061e-01,3.228845244753866250e-01,5.291531493137116571e-02
7.807807807807807254e-01,3.193672186937829838e-01,7.682033017365091920e-02
8.108108108108108558e-01,3.162652704630158906e-01,1.004092585568821805e-01
8.408408408408408752e-01,3.135343984958759433e-01,1.237145862363042137e-01
8.708708708708708945e-01,3.111352840304814626e-01,1.467650906079460971e-01
9.009009009009009139e-01,3.090329811179335362e-01,1.695862897935554447e-01
9.309309309309309333e-01,3.071964055319155729e-01,1.922008305818383167e-01
9.609609609609609526e-01,3.055978901999962805e-01,2.146288244824411662e-01
9.909909909909909720e-01,3.042127797048013726e-01,2.368881542866274337e-01
1.021021021021021102e+00,3.030191023902812919e-01,2.589947195237704003e-01
1.051051051051051122e+00,3.019972582877343270e-01,2.809626710860078647e-01
1.081081081081081141e+00,3.011297585114636743e-01,3.028046055519064694e-01
1.111111111111111160e+00,3.004009865306944693e-01,3.245317434497693720e-01
1.141141141141141180e+00,2.997969908463280486e-01,3.461540834878541473e-01
1.171171171171171199e+00,2.993053038427738177e-01,3.676805370855054100e-01
1.201201201201201219e+00,2.989147778637318842e-01,3.891190497933926795e-01
1.231231231231231238e+00,2.986154413983198586e-01,4.104767076780158619e-01
1.261261261261261257e+00,2.983983723462494964e-01,4.317598308760512982e-01
1.291291291291291277e+00,2.982555846677688027e-01,4.529740571334107124e-01
1.321321321321321296e+00,2.981799265325176251e-01,4.741244168237957468e-01
1.351351351351351315e+00,2.981649930645547397e-01,4.952153969362110830e-01
1.381381381381381335e+00,2.982050450507585104e-01,5.162510008045410048e-01
1.411411411411411354e+00,2.982949395461141906e-01,5.372347988782076866e-01
1.441441441441441373e+00,2.984300654434287603e-01,5.581699759144833628e-01
1.471471471471471393e+00,2.986062887081872286e-01,5.790593709173531556e-01
1.501501501501501412e+00,2.988199010295761182e-01,5.999055146494797208e-01
1.531531531531531432e+00,2.990675764160410921e-01,6.207106612139318136e-01
1.561561561561561451e+00,2.993463303518971719e-01,6.414768178038238178e-01
1.591591591591591470e+00,2.996534849592674132e-01,6.622057699770820260e-01
1.621621621621621712e+00,2.999866365855408668e-01,6.828991052043075216e-01
1.651651651651651731e+00,3.003436281334285196e-01,7.035582328992635581e-01
1.681681681681681750e+00,3.007225231285777234e-01,7.241844032004799425e-01
1.711711711711711770e+00,3.011215834638817923e-01,7.447787230408128289e-01
1.741741741741741789e+00,3.015392490217531640e-01,7.653421708580430138e-01
1.771771771771771808e+00,3.019741194240397886e-01,7.858756097484518310e-01
1.801801801801801828e+00,3.024249369849735802e-01,8.063797997607007328e-01
1.831831831831831847e+00,3.028905742883747920e-01,8.268554067581699307e-01
1.861861861861861867e+00,3.033700194130911632e-01,8.473030130845479180e-01
1.891891891891891886e+00,3.038623646122641797e-01,8.677231256467302645e-01
1.921921921921921905e+00,3.043667965176244383e-01,8.881161829096503313e-01
1.951951951951951925e+00,3.048825867643767951e-01,9.084825615984901681e-01
1.981981981981981944e+00,3.054090817085695075e-01,9.288225840542051470e-01
2.012012012012012185e+00,3.059456976868228928e-01,9.491365215492968410e-01
2.042042042042042205e+00,3.064919119730672992e-01,9.694246007692780553e-01
2.072072072072072224e+00,3.070472580306394805e-01,9.896870071445209582e-01
2.102102102102102243e+00,3.076113200536224612e-01,1.009923888707536799e+00
2.132132132132132263e+00,3.081837269290714776e-01,1.030135360381543963e+00
2.162162162162162282e+00,3.087641496064381097e-01,1.050321505788105902e+00
2.192192192192192302e+00,3.093522954286445636e-01,1.070482381267281236e+00
2.222222222222222321e+00,3.099479057894778955e-01,1.090618017484033420e+00
2.252252252252252340e+00,3.105507523990232999e-01,1.110728422052420283e+00
2.282282282282282360e+00,3.111606344240919197e-01,1.130813581524519051e+00
2.312312312312312379e+00,3.117773768336812856e-01,1.150873462502688627e+00
2.342342342342342398e+00,3.124008264719677075e-01,1.170908014404757225e+00
2.372372372372372418e+00,3.130308510195383143e-01,1.190917170138157788e+00
2.402402402402402437e+00,3.136673372909509760e-01,1.210900847256230373e+00
2.432432432432432456e+00,3.143101886451404314e-01,1.230858949758792509e+00
2.462462462462462476e+00,3.149593244873477582e-01,1.250791368379281954e+00
2.492492492492492495e+00,3.156146784073997069e-01,1.270697981859294501e+00
2.522522522522522515e+00,3.162761967388875162e-01,1.290578657919920103e+00
2.552552552552552534e+00,3.169438381328090748e-01,1.310433253502274464e+00
2.582582582582582553e+00,3.176175718885830279e-01,1.330261615898142624e+00
2.612612612612612573e+00,3.182973773628067771e-01,1.350063583110830967e+00
2.642642642642642592e+00,3.189832433335434980e-01,1.369838984247882641e+00
2.672672672672672611e+00,3.196751668872664376e-01,1.389587640257730072e+00
2.702702702702702631e+00,3.203731531630767959e-01,1.409309364047091284e+00
2.732732732732732650e+00,3.210772146270586269e-01,1.429003960935714579e+00
2.762762762762762669e+00,3.217873703896290127e-01,1.448671229078637435e+00
2.792792792792792689e+00,3.225036460355313883e-01,1.468310959525730652e+00
2.822822822822822708e+00,3.232260728646204617e-01,1.487922936696170151e+00
2.852852852852852727e+00,3.239546878127323448e-01,1.507506938370759775e+00
2.882882882882882747e+00,3.246895333114999671e-01,1.527062735726965270e+00
2.912912912912912766e+00,3.254306568489235829e-01,1.546590093583370962e+00
2.942942942942942786e+00,3.261781100504907993e-01,1.566088770969365829e+00
2.972972972972972805e+00,3.269319490635255177e-01,1.585558520804806637e+00
3.003003003003002824e+00,3.276922341535554728e-01,1.604999090117821936e+00
3.033033033033032844e+00,3.284590296907392570e-01,1.624410219968353886e+00
3.063063063063062863e+00,3.292324044563018082e-01,1.643791645132565593e+00
3.093093093093092882e+00,3.300124304700733369e-01,1.663143094915463749e+00
3.123123123123122902e+00,3.307991830796804811e-01,1.682464293001030509e+00
3.153153153153152921e+00,3.315927416820612095e-01,1.701754956818471332e+00
3.183183183183182940e+00,3.323931894460117609e-01,1.721014797672126395e+00
3.213213213213213404e+00,3.332006124219059062e-01,1.740243521339873478e+00
3.243243243243243423e+00,3.340150998163899931e-01,1.759440827777172478e+00
